Database,ParentGlobalID,SiteName,Assessors,Recorder,QA,CollectionDate,CreationDate,Creator,EditDate,Lat_field,Long_field,Weather,PctCloudCover,Disturbances,Disturbances_details,Bankwidth_0,Bankwidth_15,Bankwidth_30,ReachLength_targ,ReachLength_actual,Slope,Landuse,Lanuse_Notes,Riparian_yn,ErosionDeposition_yn,FloodplainConnectivity_yn,SurfaceFlow_pct,SurfaceSubsurfaceFlow_pct,IsolatedPools_number,SeepsSprings_yn,WaterInChannel_score,WaterInChannel_notes,HydricSoils_score,HydricSoils_locations,HydricSoils_notes,WoodyJams_number,WoodyJams_source,WoodyJams_notes,UplandRootedPlants_score,UplandRootedPlants_notes,SedimentOnPlantsDebris_score,SedimentOnPlantsDebris_notes,SoilMoisture1,SoilMoisture2,SoilMoisture3,SoilTexture1,SoilTexture2,SoilTexture3,Sinuosity_score,Sinuousity_method,Sinuosiy_notes,ChannelDimensions_score,ChannelDimensions_method,RifflePoolSeq_score,RifflePoolSeq_notes,SubstrateSorting_score,SubstrateSorting_notes,Fish_score,BMI_score,Algae_score,Mosquitofish,Vertebrate_notes,IOFB_yn,Snakes_yn,Snakes_abundance,Turtles_yn,Turtles_abundance,Amphibians_yn,Amphibians_abundance,FrogVocalizations_yn,BiologicalIndicators_notes,AlgalCover_Live,AlgalCover_Dead,AlgalCover_Upstream,AlgalCover_notes,dens_UU,dens_UL,dens_UR,dens_UD,dens_MU,dens_ML,dens_MR,dens_MD,dens_DU,dens_DL,dens_DR,dens_DD,Moss_cover,Liverwort_cover,Bryophyte_notes,DifferencesInVegetation_score,DifferencesInVegetation_notes,NWPL_checklist,Additional_notes,PctCover,SiteCode_Original,SiteCode,CalcTime
Validation,e44e220f-f2fb-42d9-a996-90148feb8234,Jacks Canyon,Jess and Kat,JT,KN,2020-06-25T19:00:00Z,2020-06-28T16:25:14Z,NA,2020-06-28T16:25:14Z,34.72910779,-111.0991846,cloudy,NA,NA,NA,34.8,31.9,33.1,1330.666667,200,1,other_natural,NA,yes,no,no,0,NA,NA,notdectected,0,NA,3,2,Photo in additional photos,0,no,Nothing big enough,0,NA,0,NA,dry,dry,dry,slityclayloam,slityclayloam,slityclayloam,1,visual estimate,"Stream confined in a canyon, reach not representative because of size, looks sinous from the satalite image",0,visual estimate,0,NA,3,NA,0,0,0,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,notdetected,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,notdetected,notdetected,NA,1,NA,WMVC,"Safe to get down into the canyon from this point (34.7295017, -111.0959347), go a bit zig zag down the wall of the canyon, location cooedinat is at the lower part of the reach, start at the top near where you climb down, following thr channel to the left.",100,AZWM0115,AZWM0115,2021-08-05T23:09:55Z
Validation,c09a51b2-5bd9-4570-9164-28ccec4a9f74,Buckskin Wash,Jess and Kat,JT,KN,2020-06-28T16:37:41Z,2020-06-28T17:29:51Z,NA,2020-06-28T17:29:51Z,34.43142808,-110.5944601,clearsunny,NA,other,"Near road, behind homes on both sides, lots of garbage",4.7,4.2,10.6,260,200,1,urban,Road and homes,yes,yes,yes,0,NA,NA,notdectected,0,NA,0,3,NA,0,yes,NA,2,NA,0,NA,dry,dry,dry,slityclayloam,slityclayloam,slityclayloam,1,visual estimate,NA,3,visual estimate,2,NA,2.25,NA,0,0,0,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,notdetected,NA,NA,0,0,0,0,0,2,0,0,0,0,0,0,notdetected,notdetected,NA,2,NA,WMVC,NA,NA,AZWM1591,AZWM1591,2021-08-05T23:09:55Z
Validation,c76f08e4-6b74-4646-adac-10b529965319,Show Low Creek near Lakeside_AZ,Jess and Kat,JT,KN,2020-06-28T22:59:58Z,2020-06-29T00:38:11Z,NA,2020-06-29T00:38:11Z,34.17931123,-109.9875274,clearsunny,NA,"steammods,diversions",Weir,3.9,4.7,2.1,142.6666667,142.6666667,4,forested,NA,yes,no,yes,100,NA,NA,notdectected,6,NA,0,3,Could not get down mpre than 3in before hitting bedrock,0,yes,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,1,visual estimate,NA,0.75,visual estimate,3,NA,3,NA,0,3,2,NA,"Water was murky, hard to see the bottom, and too deep in some areas to get in",present,notdectected,NA,notdectected,NA,notdectected,NA,present,NA,2-10%,notdetected,NA,NA,0,0,0,0,6,8,12,5,6,10,13,4,notdetected,notdetected,NA,3,NA,WMVC,NA,NA,AZWM0120,AZWM0120,2021-08-05T23:09:55Z
Validation,fca5dc86-54e4-4ea1-aa7f-58212ac9a75e,MORGAN WASH,"KAT NICKEL, JESS TURNER",KAT NICKEL,JESS TURNER,2020-06-29T19:00:00Z,2020-06-29T18:11:10Z,NA,2020-06-29T18:11:10Z,34.15643723,-109.8801622,cloudy,NA,NA,NA,1.3,3.3,2.3,92,92,1,other_describe,Fire service road near by,yes,yes,yes,0,5,NA,notdectected,0,NA,0,3,NA,0,yes,NA,0,NA,0,NA,dry,partiallydry,dry,loamysand,sandyclayloam,loamysand,1.5,visual estimate,NA,3,visual estimate,2,NA,1.5,NA,0,0,0,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,notdetected,NA,NA,6,14,16,12,13,15,4,9,5,13,2,9,notdetected,notdetected,NA,2,NA,WMVC,NA,35,AZWM1588,AZWM1588,2021-08-05T23:09:55Z
Validation,7ca8797c-c951-4904-84b3-b8416ca7cb43,LITTLE COLORADO RIVER AT GREER_AZ,"KAT NICKEL, JESS TURNER",KAT NICKEL,JESS TURNER,2020-06-29T19:00:00Z,2020-06-29T20:45:25Z,NA,2020-06-29T20:45:25Z,34.01795084,-109.4566363,clearsunny,NA,steammods,Weir,3.8,3.8,4.4,160,160,2,"urban,forested",Near road,yes,no,yes,100,NA,NA,notdectected,6,NA,0,3,NA,0,yes,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,2,visual estimate,NA,1.5,visual estimat,3,NA,3,NA,1,3,0,no,NA,present,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,notdetected,NA,NA,10,17,12,10,0,0,3,0,11,16,17,9,<2%,notdetected,NA,3,NA,WMVC,NA,NA,AZWM0122,AZWM0122,2021-08-05T23:09:55Z
Validation,b74f120f-a423-4e0e-8bf2-5bab2c9a6b66,"Water canyon creek near Eagar, AZ",Jess and Kat,JT,KN,2020-06-30T15:31:14Z,2020-06-30T16:20:04Z,NA,2020-06-30T16:20:04Z,34.05843573,-109.2963535,clearsunny,NA,NA,NA,1.2,1.6,0.6,45.33333333,45.33333333,1,forested,NA,yes,no,yes,0,0,0,notdectected,0,NA,0,3,NA,2,yes,NA,0,NA,0,NA,dry,dry,dry,clay,clay,clay,1,visual estimate,NA,0.75,visual estimate,1,NA,0,NA,0,0,0,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,notdetected,NA,NA,17,17,13,17,6,17,3,16,17,5,17,17,notdetected,notdetected,NA,2,NA,WMVC,NA,NA,AZWM1854,AZWM1854,2021-08-05T23:09:55Z
Validation,093fe39f-ad0b-407d-9482-c91691a7869d,VAN DUZEN R NR BRIDGEVILLE CA,MASON LONDON,MASON LONDON,MASON LONDON,2020-07-01T19:00:00Z,2020-07-01T19:52:34Z,FDAM_West,2020-07-01T19:52:34Z,40.48120335,-123.8930598,cloudy,NA,other,"Highway 36 on river right and highway bridge over the river approx. 60 meters upstream from the upper end of reach. However, these features not likely to impact the assessment.",47,48,45,1866.666667,200,2,urban,"Highway 36 on river right and highway bridge over the river approx. 60 meters upstream from the upper end of reach. However, these features not likely to impact the assessment. Assessment began at USGS gage",yes,no,no,100,NA,NA,notdectected,6,NA,3,3,NA,0,yes,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,0.5,visual estimate,NA,1.5,visual estimate,3,NA,3,NA,1,3,1.5,NA,It is likely more fish are present though i was unable to observe many,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,present,"Likely frogs and snakes present in this location, though not observed",<2%,notdetected,NA,NA,0,7,2,0,1,11,6,0,0,10,15,0,notdetected,notdetected,NA,2.5,NA,WMVC,NA,100,CAWM0519,CAWM0519,2021-08-05T23:09:55Z
Validation,36b6d378-41e7-4a92-b459-9ecffe7d7dd2,Eagle creek below south fork near alto_NM,Jess and Kat,JT,KN,2020-07-02T18:00:00Z,2020-07-02T18:41:54Z,NA,2020-07-02T18:41:54Z,33.39285,-105.72334,cloudy,NA,diversions,Weir 10m below downstream point,2.7,1.6,1.7,80,80,3,"urban,forested",Road within 15m,yes,yes,yes,80,NA,NA,notdectected,5,NA,0,3,NA,0,yes,NA,2,NA,0,NA,NA,NA,NA,NA,NA,NA,1,visual estimate,NA,2.25,visual estimate,2,NA,3,NA,0,3,0,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,notdetected,NA,NA,14,0,17,4,17,17,14,15,2,0,16,4,notdetected,notdetected,NA,3,NA,WMVC,NA,90,NMWM1333,NMWM1333,2021-08-05T23:09:55Z
Validation,357101d3-f28f-45bc-bcaf-0e3eaec996c5,"Gila river near Gila, NM","Jess Turner, Kat Nickel",Kat Nickel,Jess Turner,2020-07-01T18:00:00Z,2020-07-02T22:37:13Z,NA,2020-07-02T22:37:13Z,33.0614241,-108.537665,cloudy,NA,"diversions,steammods",Looks like half of a dam. A wall goes part way across channel. See additional photos,7.9,13.1,9.6,408,200,1,forested,NA,yes,no,yes,100,NA,NA,notdectected,6,NA,0,3,NA,0,yes,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,1,visual estimate,200 m reach is not representative of stream,0.75,visual estimate,3,NA,3,NA,3,3,3,no,Unsure,notdectected,notdectected,NA,notdectected,NA,present,10+,notdectected,NA,>40%,notdetected,NA,NA,0,7,12,3,17,17,17,17,4,0,3,14,notdetected,notdetected,NA,3,NA,WMVC,NA,10,NMWM1857,NMWM1857,2021-08-05T23:09:55Z
Validation,0c59bc1e-8f38-4a5a-95e0-182f2e58c703,SOUTH FORK LITTLE COLORADO RIVER NEAR GREER_AZ,"KAT NICKEL, JESS TURNER",KAT NICKEL,JESS TURNER,2020-06-29T19:00:00Z,2020-07-02T22:37:25Z,NA,2020-07-02T22:37:25Z,34.05561173,-109.4011708,clearsunny,NA,NA,NA,4,4.1,2.4,140,140,3,"forested,other_describe",Fire road,yes,no,yes,100,NA,NA,notdectected,6,NA,0,3,NA,0,yes,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,1,visual estimate,NA,1.5,visual estimate,3,NA,3,NA,0,3,2,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,present,NA,<2%,notdetected,NA,NA,9,17,8,13,10,16,10,11,7,2,6,16,notdetected,<2%,NA,3,NA,WMVC,NA,NA,AZWM1853,AZWM1853,2021-08-05T23:09:55Z
Validation,5da95891-0bd0-48ed-ab52-a9a710236ff9,Acid Canyon,Jess and Kat,JT,KN,2020-07-06T20:47:12Z,2020-07-06T21:44:53Z,NA,2020-07-06T21:44:53Z,35.88656995,-106.308027,cloudy,NA,steammods,Weir?,1.7,1.2,1.5,58.66666667,58.66666667,4,"forested,other_describe",Bridge and trail,yes,yes,no,5,NA,NA,notdectected,5,NA,0,3,NA,2,yes,NA,3,NA,0.5,NA,NA,NA,NA,NA,NA,NA,1,visual estimate,NA,0,visual estimate,1,NA,1.5,NA,0,0,0,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,notdetected,NA,NA,17,17,16,16,17,17,17,17,12,17,15,17,notdetected,notdetected,NA,3,NA,WMVC,NA,80,NMWM1320,NMWM1320,2021-08-05T23:09:55Z
Validation,ed7a1fd8-407f-49dd-9d4c-a1beee44dcda,SANTA CRUZ RIVER NEAR CUNDIYO_NM,Jess and Kat,JT,KN,2020-07-05T20:20:26Z,2020-07-06T21:45:07Z,NA,2020-07-06T21:45:07Z,35.96408031,-105.9051964,cloudy,NA,"other,steammods","Bridge upstream of reach, and gague in middle pf reach",3.4,3.3,4.3,146.6666667,146.6666667,2,"urban,agricultural,forested","Bridge, farm above reach",yes,no,yes,100,NA,NA,notdectected,6,NA,3,1,NA,0,yes,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,1.5,visual estimate,NA,1.5,visual estimate,3,NA,3,NA,1,3,3,no,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,>40%,notdetected,NA,NA,0,17,15,5,2,13,17,2,4,15,17,4,notdetected,notdetected,NA,3,NA,WMVC,NA,30,NMWM1316,NMWM1316,2021-08-05T23:09:55Z
Validation,d35b3ba1-6f5b-48de-bf9a-00fe19c733fb,PRIEST GLUTCH,"KAT NICKEL, JESS TURNER",KAT NICKEL,JESS TURNER,2020-07-07T18:00:00Z,2020-07-08T01:34:19Z,NA,2020-07-08T01:34:19Z,37.58906211,-108.1631558,clearsunny,NA,NA,NA,4.9,3.6,4.4,172,172,6,forested,Near hiking trail,yes,yes,no,100,NA,NA,notdectected,6,NA,3,2,NA,3,yes,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,1,visual estimate,NA,0.75,visual estimate,3,NA,3,NA,1,3,3,no,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,>40%,notdetected,NA,NA,11,13,12,11,14,13,12,14,11,13,4,10,notdetected,notdetected,NA,3,NA,WMVC,NA,NA,COWM1093,COWM1093,2021-08-05T23:09:55Z
Validation,78791e66-a3ef-4b43-b0da-7bd0506a5c42,Unnamed tributary,"Gretchen, Madison",Madison,Gretchen,2020-07-09T18:00:00Z,2020-07-09T23:53:16Z,NA,2020-07-15T00:49:48Z,38.22771242,-107.2597369,clearsunny,NA,NA,NA,0.78,1.2,0.9,38.4,38.4,8.33,"other_natural,agricultural",Forested and shrub land. 1/4 mile from road. Federal land gate near by. Grazing.,yes,yes,yes,25,25,2,notdectected,2,NA,0,3,None,0,yes,Thick and big willows and spruce.,1.5,NA,0,NA,NA,NA,NA,NA,NA,NA,1,visual estimate,Canyon,1.5,visual estimate,1.5,NA,0.75,NA,0,3,2,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,10-40%,10-40%,no,NA,5,15,12,12,9,17,4,10,10,11,12,15,notdetected,notdetected,NA,2,NA,WMVC,NA,NA,COWM0780,COWM0780,2021-08-05T23:09:55Z
Validation,478ea854-e55d-4b75-99b9-aeaceca40d13,MAD R AB RUTH RES NR FOREST GLEN CA,Mason London,Mason London,Mason London,2020-07-09T19:00:00Z,2020-07-10T00:19:19Z,NA,2020-07-10T00:19:19Z,40.2856161,-123.3363823,clearsunny,NA,other,Roads on either side and a bridge on the upper end of the reach,43,41,48,1760,200,1,"urban,forested,other_describe",Rural roads,yes,no,yes,100,NA,NA,notdectected,6,NA,0,3,NA,0,yes,NA,2,Few upland plants were found on the gravel river bar. See additional photo,0,NA,NA,NA,NA,NA,NA,NA,1,visual estimate,NA,1.5,visual estimate,3,NA,3,NA,3,3,3,yes,NA,notdectected,notdectected,NA,notdectected,NA,present,Many tadpoles. In the hundreds,present,Saw a great blue heron hunting in the pool at the lower end of the teach,10-40%,2-10%,no,NA,0,5,3,0,2,7,0,0,0,5,0,1,notdetected,notdetected,NA,3,NA,WMVC,NA,NA,CAWM0528,CAWM0528,2021-08-05T23:09:55Z
Validation,0f0610c0-d96f-4647-8fcd-9a154d9ba2f4,West Last Chance Creek,Mason London,Mason London,Mason London,2020-07-10T19:00:00Z,2020-07-10T21:19:01Z,FDAM_West,2020-07-10T21:19:01Z,40.7620913,-122.9025338,clearsunny,NA,other,Upstream of reach is a dirt road and culvert,1.3,1.55,1.2,54,54,3,forested,NA,no,no,yes,0,0,0,notdectected,0,NA,0,3,NA,1,yes,NA,1.5,"There are many upland plants in the stream channel, but there is still a diatinct channel that is less vegetated than the surrounding upland",0,NA,dry,dry,dry,clayloam,loamysand,clayloam,1,visual estimate,NA,3,visual estimate,0.5,NA,0.5,NA,0,0,0,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,notdetected,NA,NA,16,17,15,16,14,17,15,16,14,15,17,16,notdetected,notdetected,NA,0,NA,WMVC,NA,NA,CAWM1892,CAWM1892,2021-08-05T23:09:55Z
Validation,05e26462-09aa-4e92-917e-e026538430d3,"Frying pan river near Ruedi, CO","Gretchen, Madison",Madison,Gretchen,2020-07-11T18:00:00Z,2020-07-11T23:43:04Z,NA,2020-09-08T18:26:24Z,39.3656178,-106.8257343,clearsunny,NA,"diversions,discharges",Downstream of Ruedi Dam. Upstream of weir. Dam upstream.,21.4,17.4,13.8,701.3333333,200,1,other_describe,Recreation. Fishing. Wading. Dogs off leash and in river,yes,yes,yes,100,NA,NA,notdectected,6,NA,3,3,First and second location sampled mostly large rocks with little sediment at toe of stream. Third location sediment easily dug into and hydric soils detected.,0,yes,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,2,visual estimate and google maps,NA,2.75,visual estimate,3,NA,3,NA,3,3,3,no,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,>40%,10-40%,yes,NA,0,0,0,0,0,0,0,0,0,0,0,0,>10%,notdetected,NA,3,NA,WMVC,Assessed streamreach on right bank due to size and velocity of river.,NA,COWM1092,COWM1092,2021-08-05T23:09:55Z
Validation,1f155a41-810c-49e7-bfbd-d630a8cc3720,"Williams Fork Near Parshall, CO","Gretchen, Madison",Madison,Madison,2020-07-13T18:00:00Z,2020-07-14T00:33:53Z,NA,2020-07-14T00:33:53Z,39.99977751,-106.1796668,cloudy,NA,NA,Bridge downstream,20.8,16.8,17.8,738.6666667,200,0.33,"agricultural,other_describe",Rec,yes,yes,yes,100,NA,NA,notdectected,6,NA,0,3,NA,0,yes,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,3,visual estimate,NA,3,visual estimate,3,NA,3,NA,0,3,3,NA,NA,present,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,>40%,>40%,no,NA,0,0,0,0,0,0,0,0,0,0,0,0,notdetected,notdetected,NA,3,NA,WMVC,"Visually and audibly observed precipitation in the last 24 hours. 
 Surveyed upstream of bridge.",20,COWM1019,COWM1019,2021-08-05T23:09:55Z
Validation,5ef1b2e0-94ac-4158-b8d3-b11af2ed94ea,Bighorn Creek,"Gretchen, Madison",Madison,Madison,2020-07-14T18:00:00Z,2020-07-14T23:20:57Z,NA,2020-07-15T23:13:55Z,40.40497048,-105.5925655,cloudy,NA,steammods,Stream channelized culvert under road.,1,1.2,1.08,43.73333333,43.73333333,3,"forested,other_describe",Rec,yes,no,yes,100,NA,NA,notdectected,6,NA,3,2,NA,0,yes,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,2,visual estimate,NA,2.75,visual estimate,3,NA,2.75,NA,0,3,2,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,2-10%,notdetected,NA,NA,8,15,13,9,15,17,15,17,15,15,14,12,>10%,notdetected,NA,1.5,NA,WMVC,"In the future field crew need research permit or reservation with Rocky Mountain state park to show at park entry. 

Observed rain for about 5 minutes during site visit.",90,COWM1004,COWM1004,2021-08-05T23:09:55Z
Validation,0dc3d405-60c3-42b8-9c34-2c9bece25367,BR [9] Bobcat ridge valley upper,"Gretchen, Madison",Madison,Madison,2020-07-15T18:00:00Z,2020-07-15T23:12:03Z,NA,2020-07-15T23:12:03Z,40.4841547,-105.2377723,cloudy,NA,other,Rec trail downstream of stream reach.,3.3,2.4,2.85,114,114,2.66,"other_describe,forested",Rec trail and equestrian and mountain biking.,no,yes,yes,0,0,0,notdectected,0,NA,0,3,NA,0,yes,NA,0,NA,0,NA,dry,dry,dry,loam,loam,loam,1.5,visual estimate,NA,1.5,visual estimate,2.5,NA,1.5,NA,0,1,0,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,notdetected,NA,NA,10,12,13,7,5,1,3,0,8,13,0,2,2-10%,notdetected,NA,0.5,NA,WMVC,NA,100,COWM0989,COWM0989,2021-08-05T23:09:55Z
Validation,a4e5e0b3-b247-4b23-9687-ced55cab7c41,BR [2] Bobcat ridge eden valley,"Gretchen, Madison",Madison,Madison,2020-07-15T18:00:00Z,2020-07-15T23:17:03Z,NA,2020-07-15T23:17:03Z,40.4745943,-105.2335592,cloudy,NA,other,Trail intercepting stream.,1.5,2.2,1.97,75.6,75.6,2.33,"other_describe,forested","Rec trail, equestrian use",no,no,yes,0,0,2,notdectected,2,NA,0,3,NA,0,yes,NA,1.5,NA,0,NA,dry,dry,saturated,loam,loam,loam,1.5,visual estimate,NA,2.75,visual estimate. Some banks were confined by bedrock.,2.5,NA,2.75,NA,0,2,3,NA,NA,notdectected,present,NA,notdectected,NA,present,NA,present,NA,2-10%,>40%,no,NA,11,1,13,0,11,7,14,10,2,4,3,3,2-10%,notdetected,NA,1,NA,WMVC,NA,15,COWM1002,COWM1002,2021-08-05T23:09:55Z
Validation,63d78ce1-7bc7-4b36-a334-e87f664f0e53,Mill Creek,"Gretchen, Madison",Madison,Madison,2020-07-17T18:00:00Z,2020-07-18T02:16:00Z,NA,2020-07-18T02:16:00Z,40.55968139,-105.1725664,cloudy,NA,other,Rec trail and bridge at top of reach,1.85,1.1,1.85,64,64,1.5,"forested,other_describe",Rec,yes,no,yes,0,0,0,notdectected,0,NA,0,3,NA,0,no,NA,1.5,NA,0,NA,dry,saturated,dry,sandyloam,sandyloam,sandyloam,1,visual estimate,NA,2.75,visual estimate,2,NA,1.5,NA,0,2,2,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,10-40%,no,NA,14,8,6,8,1,14,10,4,10,4,9,0,<2%,notdetected,NA,1,NA,WMVC,NA,50,COWM0944,COWM0944,2021-08-05T23:09:55Z
Validation,73351a76-bbc5-4468-be17-435964aa5fa3,Grey rock tributary,"Gretchen, Madison",Madison,Madison,2020-07-17T18:00:00Z,2020-07-18T02:16:19Z,NA,2020-07-18T02:16:19Z,40.69604909,-105.294456,cloudy,NA,other,Trail downstream of reach.,3.15,1.65,1.9,89.33333333,89.33333333,2.66,"forested,other_describe",Rec,no,no,yes,95,95,1,notdectected,4,NA,0,3,NA,0,yes,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,2,visual estimate,NA,1.5,visual estimate,3,NA,1.5,NA,0,3,2,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,10-40%,<2%,no,NA,17,15,11,10,14,14,17,17,10,7,10,10,2-10%,notdetected,NA,0.5,NA,WMVC,NA,100,COWM0854,COWM0854,2021-08-05T23:09:55Z
Validation,a9c4074b-a24e-47a5-9eac-7acd2c48dd3a,Hill Gulch,"Gretchen, Madison",Madison,Madison,2020-07-18T18:00:00Z,2020-07-20T03:35:57Z,NA,2020-07-20T03:35:57Z,40.68331178,-105.3024486,cloudy,NA,other,"Large debris: cement slabs, rusted car parts, fire pit",3.5,1.6,3.9,120,120,0.66,"forested,other_describe",Dirt road near stream,yes,yes,yes,95,95,1,notdectected,5,NA,3,3,NA,0,yes,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,2,visual estimate,NA,2.75,visual estimate,3,NA,1.5,NA,2,3,3,no,NA,notdectected,present,1 snake skin in pool.,notdectected,NA,notdectected,NA,notdectected,NA,>40%,notdetected,NA,NA,12,4,11,3,11,17,17,17,15,17,17,16,2-10%,notdetected,NA,3,NA,WMVC,Dirt road to access site is gated with a no trespassing sign. We walked upstream 0.2 miles from logger to access core site location.,40,COWM0876,COWM0876,2021-08-05T23:09:55Z
Validation,420115cb-d561-4e1c-b333-4c57261f15c4,Aspen Glenn 1,"Gretchen, Madison",Madison,Madison,2020-07-19T21:12:30Z,2020-07-20T03:36:32Z,NA,2020-07-20T03:36:32Z,40.61462196,-105.8196549,cloudy,NA,steammods,Culvert downstream of reach. Second culvert in middle of reach. Dirt road in middle of reach.,1.8,2.2,1.3,70.66666667,70.66666667,2.66,forested,NA,yes,no,yes,80,100,0,notdectected,5,NA,0,3,NA,0,yes,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,2,visual estimate,NA,2.75,visual estimate,2,NA,1.5,NA,0,2,3,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,>40%,notdetected,NA,NA,14,15,16,12,16,17,17,17,17,17,17,13,2-10%,notdetected,NA,3,NA,WMVC,Accessibility note: dirt parking area immediately after turing off the paved road.,100,COWM0905,COWM0905,2021-08-05T23:09:55Z
Validation,10b2984a-8494-4416-822a-88c9703cf74d,CKPR [11]- Cherokee Park Road,"Gretchen, Madison",Madison,Madison,2020-07-20T18:00:00Z,2020-07-22T01:35:20Z,NA,2020-07-22T01:35:20Z,40.88447222,-105.4362325,cloudy,NA,other,Wooden structure in stream at bottom of reach. Gate overlapping stream at bottom of reach.,1.8,1.5,0.85,55.33333333,55.33333333,0,"other_natural,agricultural",Grazing,yes,no,yes,100,NA,NA,notdectected,4,NA,0,3,NA,0,no,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,2,visual estimate,NA,0.75,visual estimate,1,NA,3,NA,0,1,0,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,notdetected,NA,NA,16,17,17,17,13,12,13,17,9,17,10,11,notdetected,notdetected,NA,3,NA,WMVC,NA,30,COWM0821,COWM0821,2021-08-05T23:09:55Z
Validation,8bc95118-f519-42d4-94b0-cd8ce8b46133,RFLR [4] - Red Feather Lakes Road,"Gretchen, Madison",Madison,Madison,2020-07-22T18:00:00Z,2020-07-23T16:52:04Z,NA,2020-07-23T16:52:04Z,40.76918987,-105.3430605,cloudy,NA,other,Culvert downstream of reach.,4.8,4.75,4.6,188.6666667,188.6666667,0.33,agricultural,NA,yes,no,yes,40,40,0,notdectected,3,NA,0,3,NA,0,no,NA,0.5,NA,0,NA,NA,NA,NA,NA,NA,NA,2,visual estimate,NA,2.75,visual estimate,0,NA,0,NA,0,1,0,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,notdetected,NA,NA,12,8,13,7,0,0,0,2,0,1,1,5,notdetected,notdetected,NA,1,NA,WMVC,Evidence of cattle grazing in stream (e.g. cow paddies and cattle trail),70,COWM0841,COWM0841,2021-08-05T23:09:55Z
Validation,4ba9d272-7ab7-4579-8cff-3d44acc377b2,Brownie creek,"Gretchen, Madison",Madison,Madison,2020-07-25T18:00:00Z,2020-07-26T01:33:38Z,NA,2020-07-26T01:33:38Z,40.65459534,-109.7545324,clearsunny,NA,steammods,Culvert downstream under road.,5.45,8.85,7.35,288.6666667,200,2.33,forested,NA,no,yes,yes,100,NA,NA,notdectected,6,NA,3,2,NA,0,yes,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,2,visual estimate,NA,1.5,visual estimate,3,NA,1.5,NA,0,3,3,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,>40%,notdetected,NA,NA,17,17,17,17,17,17,17,17,15,13,17,15,<2%,notdetected,NA,1,NA,WMVC,NA,NA,UTWM1015,UTWM1015,2021-08-05T23:09:55Z
